Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season
Tayshaun Prince,26,DET,SF,82,82,3001,16.0,.534,.211,.225,5.7,11.3,8.5,12.9,0.9,1.4,8.2,18.9,5.1,2.9,8.0,.128,2.1,-0.4,1.8,2.9,"DPOY-11,DEF2",36.6,5.6,12.2,.460,1.0,2.6,.386,4.6,9.6,.480,.501,2.1,2.7,.768,1.8,3.5,5.2,2.8,0.6,0.7,1.2,1.4,14.3,2007
Kevin Garnett,30,MIN,PF,76,76,2995,24.1,.546,.042,.371,7.5,30.8,19.5,19.5,1.6,3.2,11.6,27.4,5.7,4.9,10.7,.171,3.8,1.7,5.4,5.5,"MVP-9,DPOY-13,AS,NBA3,DEF2",39.4,8.4,17.6,.476,0.2,0.7,.214,8.2,16.9,.487,.480,5.5,6.6,.835,2.4,10.4,12.8,4.1,1.2,1.7,2.7,2.4,22.4,2007
Shane Battier,28,HOU,SF,82,82,2988,12.0,.589,.570,.173,2.6,10.4,6.5,9.2,1.4,1.5,9.3,12.1,4.4,4.6,9.0,.144,0.3,2.0,2.3,3.2,DPOY-5,36.4,3.6,8.0,.446,1.9,4.5,.421,1.6,3.4,.480,.567,1.1,1.4,.779,0.8,3.3,4.1,2.1,1.0,0.7,0.9,2.3,10.1,2007
Andre Miller,30,2TM,PG,80,79,2966,16.1,.520,.039,.311,3.9,10.1,7.0,34.3,1.9,0.3,17.7,19.2,3.5,2.4,5.9,.095,0.5,-0.3,0.2,1.7,,37.1,5.3,11.4,.466,0.1,0.4,.143,5.2,10.9,.479,.469,2.8,3.5,.784,1.2,3.2,4.4,7.8,1.4,0.1,2.8,2.3,13.4,2007
Andre Miller,30,DEN,PG,23,23,822,16.6,.526,.065,.343,3.5,10.7,7.1,38.7,2.2,0.3,19.7,18.5,1.1,0.8,1.9,.113,0.7,0.0,0.7,0.6,,37.1,5.3,11.4,.466,0.1,0.4,.143,5.2,10.9,.479,.469,2.8,3.5,.784,1.2,3.2,4.4,7.8,1.4,0.1,2.8,2.3,13.4,2007
Andre Miller,30,PHI,PG,57,56,2144,15.9,.518,.029,.300,4.0,9.8,6.9,32.7,1.8,0.2,16.9,19.4,2.3,1.6,3.9,.088,0.5,-0.4,0.1,1.1,,37.1,5.3,11.4,.466,0.1,0.4,.143,5.2,10.9,.479,.469,2.8,3.5,.784,1.2,3.2,4.4,7.8,1.4,0.1,2.8,2.3,13.4,2007
Deron Williams,22,UTA,PG,80,80,2950,17.1,.535,.235,.273,1.7,9.3,5.5,41.6,1.4,0.4,16.9,22.2,5.3,1.9,7.2,.117,2.6,-1.3,1.3,2.4,,36.9,6.2,13.5,.456,1.0,3.2,.322,5.2,10.4,.498,.494,2.8,3.7,.767,0.5,2.8,3.3,9.3,1.0,0.2,3.1,3.2,16.2,2007
Gilbert Arenas,25,WAS,PG,74,73,2942,24.0,.565,.377,.464,2.3,11.1,6.6,27.2,2.4,0.3,11.2,31.4,9.3,1.5,10.8,.177,5.5,-0.8,4.7,5.0,"MVP-8,AS,NBA2",39.8,8.7,20.9,.418,2.8,7.9,.351,6.0,13.0,.459,.484,8.2,9.7,.844,0.8,3.7,4.6,6.0,1.9,0.2,3.2,3.4,28.4,2007
Jason Kidd,33,NJN,PG,80,80,2933,19.4,.516,.398,.253,5.5,20.8,13.2,41.4,2.3,0.6,17.4,19.4,5.1,4.1,9.3,.152,3.1,1.5,4.7,4.9,"AS,DEF2",36.7,4.6,11.4,.406,1.6,4.5,.343,3.1,6.8,.448,.475,2.2,2.9,.778,1.7,6.5,8.2,9.2,1.6,0.3,2.7,1.8,13.0,2007
Raja Bell,30,PHO,SG,78,78,2917,12.0,.562,.522,.160,2.0,7.7,5.0,9.5,0.9,0.5,7.5,17.0,4.2,1.6,5.8,.095,0.5,-0.6,-0.1,1.4,"DPOY-23,DEF1",37.4,5.3,12.2,.432,2.6,6.4,.413,2.6,5.8,.452,.539,1.5,1.9,.776,0.6,2.6,3.2,2.5,0.6,0.3,1.1,3.0,14.7,2007
Eddy Curry,24,NYK,C,81,81,2849,17.0,.603,.001,.649,8.2,15.5,11.9,4.6,0.6,1.1,18.4,25.5,3.1,1.6,4.7,.079,-0.1,-1.8,-1.8,0.1,,35.2,7.2,12.5,.576,0.0,0.0,1.000,7.2,12.5,.575,.576,5.0,8.1,.615,2.4,4.6,7.0,0.8,0.4,0.5,3.6,3.3,19.5,2007
Charlie Bell,27,MIL,SG,82,64,2848,13.1,.530,.371,.172,2.3,7.6,4.9,13.6,1.8,0.1,9.0,18.3,3.6,0.4,4.0,.068,-0.2,-1.1,-1.3,0.5,,34.7,5.2,11.9,.437,1.5,4.4,.352,3.6,7.5,.488,.503,1.6,2.0,.780,0.7,2.2,2.9,3.0,1.2,0.0,1.3,2.6,13.5,2007
Jason Terry,29,DAL,SG,81,80,2846,18.9,.587,.348,.187,1.8,7.9,4.9,25.5,1.5,0.5,11.7,21.3,7.7,3.1,10.8,.182,3.9,0.1,4.0,4.3,,35.1,6.3,13.1,.484,2.0,4.6,.438,4.3,8.6,.508,.560,2.0,2.5,.804,0.5,2.3,2.9,5.2,1.0,0.2,1.9,2.1,16.7,2007
Cuttino Mobley,31,LAC,SG,78,73,2841,12.5,.546,.279,.271,2.2,9.0,5.6,11.7,1.7,0.7,12.8,18.4,2.2,2.4,4.6,.078,-0.6,-0.4,-1.0,0.8,,36.4,5.0,11.3,.440,1.3,3.2,.411,3.7,8.2,.451,.497,2.6,3.1,.837,0.7,2.8,3.4,2.5,1.2,0.3,1.9,2.4,13.8,2007
Kirk Hinrich,26,CHI,PG,80,80,2839,17.0,.559,.318,.268,1.3,9.7,5.5,29.2,1.8,0.6,13.9,21.6,5.5,4.6,10.1,.171,1.7,1.1,2.8,3.5,"DPOY-13,DEF2",35.5,5.9,13.3,.448,1.8,4.2,.415,4.2,9.1,.463,.514,3.0,3.6,.835,0.4,3.0,3.4,6.3,1.3,0.3,2.4,3.4,16.6,2007
Raymond Felton,22,CHA,PG,78,75,2832,13.5,.481,.305,.250,2.1,9.3,5.6,32.0,2.2,0.3,16.8,21.9,0.2,2.1,2.3,.039,0.0,-0.7,-0.8,0.9,,36.3,5.0,13.1,.384,1.3,4.0,.330,3.7,9.1,.407,.434,2.6,3.3,.797,0.7,2.8,3.4,7.0,1.5,0.1,2.9,2.3,14.0,2007
Dirk Nowitzki,28,DAL,PF,78,78,2820,27.6,.605,.129,.411,5.3,23.9,14.8,17.8,1.0,1.7,9.5,28.9,11.8,4.5,16.3,.278,7.2,1.2,8.3,7.4,"MVP-1,AS,NBA1",36.2,8.6,17.2,.502,0.9,2.2,.416,7.7,15.0,.515,.529,6.4,7.1,.904,1.6,7.3,8.9,3.4,0.7,0.8,2.1,2.2,24.6,2007
Kevin Martin,23,SAC,SG,80,80,2818,20.1,.614,.312,.534,2.8,11.6,7.1,10.9,1.8,0.3,9.3,23.2,8.3,1.9,10.2,.173,3.2,-0.5,2.8,3.4,,35.2,6.3,13.3,.473,1.6,4.2,.381,4.7,9.2,.515,.533,6.0,7.1,.844,0.9,3.4,4.3,2.2,1.2,0.1,1.7,2.3,20.2,2007
Danny Granger,23,IND,SF,82,57,2785,13.9,.573,.332,.339,4.6,11.3,7.9,7.0,1.2,1.7,11.9,18.2,3.9,2.6,6.5,.111,0.4,-0.1,0.2,1.5,,34.0,4.9,10.6,.459,1.3,3.5,.382,3.5,7.1,.497,.522,2.9,3.6,.803,1.4,3.3,4.6,1.4,0.8,0.7,1.6,3.0,13.9,2007
Mike Bibby,28,SAC,PG,82,82,2784,16.0,.532,.413,.298,1.6,9.6,5.5,24.3,1.6,0.2,13.0,24.5,2.9,1.5,4.4,.076,1.8,-1.4,0.4,1.7,,34.0,5.7,14.2,.404,2.1,5.9,.360,3.6,8.4,.435,.478,3.5,4.2,.830,0.5,2.7,3.2,4.7,1.1,0.1,2.4,1.7,17.1,2007
Richard Hamilton,28,DET,SG,75,75,2763,18.1,.551,.110,.344,3.2,8.9,6.1,19.0,1.2,0.4,10.6,25.9,5.7,2.4,8.1,.141,1.8,-0.5,1.2,2.2,AS,36.8,7.3,15.6,.468,0.6,1.7,.341,6.7,13.9,.483,.486,4.6,5.4,.861,1.0,2.8,3.8,3.8,0.8,0.2,2.1,3.1,19.8,2007
Allen Iverson,31,2TM,SG,65,64,2761,19.6,.540,.150,.465,1.0,6.9,4.0,29.6,2.2,0.3,14.5,29.3,4.0,2.2,6.2,.108,2.6,-0.8,1.8,2.6,AS,42.5,8.9,20.2,.442,1.0,3.0,.315,8.0,17.2,.465,.466,7.5,9.4,.795,0.4,2.6,3.0,7.2,1.9,0.2,4.1,1.5,26.3,2007
Allen Iverson,31,PHI,PG,15,15,640,23.5,.529,.145,.475,1.3,6.4,3.8,34.0,2.7,0.1,13.0,36.7,1.0,0.5,1.6,.119,4.9,-1.0,3.9,1.0,,42.5,8.9,20.2,.442,1.0,3.0,.315,8.0,17.2,.465,.466,7.5,9.4,.795,0.4,2.6,3.0,7.2,1.9,0.2,4.1,1.5,26.3,2007
Allen Iverson,31,DEN,SG,50,49,2121,18.4,.545,.152,.460,0.9,7.1,4.0,28.3,2.1,0.4,15.1,27.1,2.9,1.7,4.6,.105,1.9,-0.8,1.1,1.7,,42.5,8.9,20.2,.442,1.0,3.0,.315,8.0,17.2,.465,.466,7.5,9.4,.795,0.4,2.6,3.0,7.2,1.9,0.2,4.1,1.5,26.3,2007
Stephon Marbury,29,NYK,PG,74,74,2748,15.3,.539,.362,.405,1.6,7.6,4.6,25.2,1.4,0.3,13.8,21.5,4.8,1.1,5.9,.103,1.5,-1.3,0.2,1.5,,37.1,5.3,12.9,.415,1.7,4.7,.357,3.7,8.2,.448,.480,4.0,5.2,.769,0.5,2.4,2.9,5.4,1.0,0.1,2.4,2.5,16.4,2007
Mike Miller,26,MEM,SG,70,69,2740,16.4,.588,.493,.201,2.3,14.2,8.2,18.7,1.0,0.5,14.0,21.1,4.6,0.3,4.8,.085,3.1,-1.7,1.4,2.3,,39.1,6.6,14.4,.460,2.9,7.1,.406,3.8,7.3,.514,.560,2.3,2.9,.793,0.7,4.7,5.4,4.3,0.8,0.3,2.6,2.0,18.5,2007
Tim Duncan,30,SAS,C,80,80,2726,26.1,.579,.008,.502,9.8,27.0,18.8,18.8,1.3,5.1,14.0,27.9,6.3,6.8,13.0,.230,3.8,3.2,7.0,6.2,"MVP-4,DPOY-3,AS,NBA1,DEF1",34.1,7.7,14.1,.546,0.0,0.1,.111,7.7,14.0,.550,.547,4.5,7.1,.637,2.7,7.9,10.6,3.4,0.8,2.4,2.8,2.5,20.0,2007
Ben Gordon,23,CHI,SG,82,51,2704,18.2,.572,.280,.329,1.5,9.3,5.4,20.1,1.2,0.5,14.0,29.3,4.7,3.9,8.6,.152,2.5,-0.1,2.4,3.0,,33.0,7.4,16.3,.455,1.9,4.6,.413,5.5,11.7,.471,.513,4.6,5.4,.864,0.4,2.7,3.1,3.6,0.8,0.2,3.0,3.1,21.4,2007
Ben Wallace,32,CHI,C,77,77,2697,14.6,.456,.012,.630,12.9,21.7,17.4,9.9,2.1,4.6,15.7,10.6,1.6,6.6,8.2,.146,0.1,3.3,3.4,3.7,"DPOY-6,DEF2",35.0,2.5,5.5,.453,0.0,0.1,.200,2.5,5.4,.456,.454,1.4,3.5,.408,3.9,6.7,10.7,2.4,1.4,2.0,1.3,2.0,6.4,2007
Amar'e Stoudemire,24,PHO,C,82,78,2689,23.1,.637,.003,.555,10.1,23.3,17.0,5.0,1.5,2.9,15.0,25.8,7.2,4.0,11.2,.201,1.5,0.3,1.8,2.6,"MVP-14,AS,NBA1",32.8,7.4,12.9,.575,0.0,0.0,.000,7.4,12.8,.577,.575,5.6,7.1,.781,2.7,6.9,9.6,1.0,1.0,1.3,2.8,3.6,20.4,2007
Steve Nash,32,PHO,PG,76,76,2682,23.8,.654,.353,.254,1.4,9.9,5.8,50.1,1.1,0.2,21.0,22.9,10.8,1.7,12.6,.225,6.7,-0.8,5.9,5.3,"MVP-2,AS,NBA1",35.3,6.8,12.8,.532,2.1,4.5,.455,4.8,8.3,.575,.613,2.9,3.3,.899,0.4,3.1,3.5,11.6,0.8,0.1,3.8,1.5,18.6,2007
Mehmet Okur,27,UTA,C,80,80,2664,18.1,.571,.317,.365,7.3,19.1,13.2,9.9,0.7,1.2,9.2,22.8,6.5,2.3,8.8,.158,3.1,-0.9,2.2,2.8,AS,33.3,6.1,13.3,.462,1.6,4.2,.384,4.5,9.1,.498,.523,3.7,4.8,.765,2.0,5.2,7.2,2.0,0.5,0.5,1.6,3.2,17.6,2007
Antawn Jamison,30,WAS,PF,70,70,2662,18.4,.545,.333,.270,5.6,19.0,12.1,8.8,1.5,1.0,7.5,22.8,5.2,1.6,6.8,.123,2.7,-1.4,1.3,2.2,,38.0,7.3,16.3,.450,2.0,5.4,.364,5.3,10.9,.492,.510,3.2,4.4,.736,1.9,6.1,8.0,1.9,1.1,0.5,1.5,2.8,19.8,2007
Chris Bosh,22,TOR,C,69,69,2658,22.6,.577,.032,.539,8.1,24.8,16.4,11.7,0.8,2.6,11.7,26.7,6.1,3.5,9.6,.174,2.8,-0.1,2.7,3.1,"MVP-7,AS,NBA2",38.5,7.9,15.9,.496,0.2,0.5,.343,7.7,15.3,.501,.502,6.7,8.6,.785,2.7,8.0,10.7,2.5,0.6,1.3,2.6,2.4,22.6,2007
Jarrett Jack,23,POR,PG,79,79,2651,14.5,.571,.255,.396,0.8,9.1,4.9,26.2,1.8,0.3,18.4,18.0,3.8,1.0,4.8,.087,0.2,-0.9,-0.7,0.9,,33.6,4.1,8.9,.454,0.8,2.3,.350,3.3,6.6,.490,.499,3.1,3.5,.871,0.2,2.4,2.6,5.3,1.1,0.1,2.4,2.6,12.0,2007
Josh Smith,21,ATL,SF,72,72,2647,18.3,.506,.153,.390,7.4,21.0,14.1,16.3,2.0,6.1,16.3,24.1,0.4,4.0,4.4,.079,0.4,1.7,2.0,2.7,DPOY-21,36.8,6.1,13.8,.439,0.5,2.1,.250,5.5,11.7,.473,.458,3.7,5.4,.693,2.3,6.3,8.6,3.3,1.4,2.9,3.2,3.3,16.4,2007
Metta World Peace,27,SAC,SF,70,65,2641,18.5,.538,.250,.399,4.4,16.0,10.1,15.6,2.9,1.3,10.7,23.3,3.6,3.1,6.7,.122,1.9,0.9,2.8,3.2,DPOY-8,37.7,6.5,14.9,.440,1.3,3.7,.358,5.2,11.1,.468,.485,4.4,5.9,.740,1.5,5.0,6.5,3.4,2.1,0.6,2.1,2.9,18.8,2007
Gerald Wallace,24,CHA,SF,72,71,2640,19.8,.568,.126,.470,6.2,17.4,11.6,12.5,2.8,2.0,12.2,22.5,4.2,3.5,7.7,.141,2.2,1.5,3.7,3.7,DPOY-7,36.7,6.6,13.2,.502,0.5,1.7,.325,6.1,11.6,.528,.523,4.3,6.2,.691,2.0,5.2,7.2,2.6,2.0,1.0,2.2,2.9,18.1,2007
Monta Ellis,21,GSW,SG,77,53,2638,15.0,.545,.142,.354,2.5,7.7,5.1,18.8,2.4,0.6,15.9,22.4,2.0,1.9,4.0,.072,-0.9,-0.2,-1.1,0.6,MIP-1,34.3,6.2,13.1,.475,0.5,1.9,.273,5.7,11.3,.509,.495,3.5,4.6,.763,0.8,2.4,3.2,4.1,1.7,0.3,2.9,2.7,16.5,2007
Leandro Barbosa,24,PHO,SG,80,18,2613,18.4,.595,.394,.209,1.0,8.1,4.8,18.7,1.8,0.4,10.7,23.4,6.1,2.1,8.2,.151,2.6,0.1,2.7,3.1,6MOY-1,32.7,6.6,13.9,.476,2.4,5.5,.434,4.2,8.4,.504,.562,2.5,2.9,.845,0.3,2.4,2.7,4.0,1.2,0.2,1.8,2.6,18.1,2007
Larry Hughes,28,CLE,SG,70,68,2596,12.1,.480,.233,.324,1.8,10.4,6.0,16.4,1.8,0.8,12.4,21.7,0.1,3.8,3.9,.073,-1.5,0.7,-0.8,0.8,,37.1,5.4,13.6,.400,1.1,3.2,.333,4.4,10.4,.420,.439,3.0,4.4,.676,0.6,3.2,3.8,3.7,1.3,0.4,2.2,2.3,14.9,2007
Chris Wilcox,24,SEA,PF,82,81,2586,16.6,.568,.007,.429,8.2,21.1,14.6,5.3,1.4,1.1,11.5,19.3,4.1,1.9,6.0,.112,-0.1,-1.0,-1.1,0.6,,31.5,5.3,10.0,.529,0.0,0.1,.000,5.3,9.9,.533,.529,2.9,4.3,.684,2.2,5.5,7.7,1.0,0.9,0.5,1.5,3.0,13.5,2007
Mike Dunleavy,26,2TM,SG,82,49,2580,14.1,.542,.264,.316,3.6,15.5,9.4,14.2,1.6,0.6,13.3,19.0,2.6,2.5,5.1,.095,-0.3,0.3,0.0,1.3,,31.5,4.7,10.4,.452,0.9,2.7,.313,3.8,7.6,.502,.493,2.6,3.3,.784,1.0,4.2,5.3,2.8,1.0,0.3,1.8,2.5,12.8,2007
Mike Dunleavy,26,GSW,PF,39,6,1051,14.6,.538,.281,.273,4.1,15.7,9.8,16.7,1.8,0.9,14.6,19.7,1.0,0.9,1.9,.086,0.1,0.2,0.3,0.6,,31.5,4.7,10.4,.452,0.9,2.7,.313,3.8,7.6,.502,.493,2.6,3.3,.784,1.0,4.2,5.3,2.8,1.0,0.3,1.8,2.5,12.8,2007
Mike Dunleavy,26,IND,SG,43,43,1529,13.8,.544,.250,.350,3.3,15.4,9.2,12.4,1.6,0.5,12.3,18.5,1.6,1.6,3.2,.102,-0.6,0.3,-0.2,0.7,,31.5,4.7,10.4,.452,0.9,2.7,.313,3.8,7.6,.502,.493,2.6,3.3,.784,1.0,4.2,5.3,2.8,1.0,0.3,1.8,2.5,12.8,2007
Desmond Mason,29,NOK,SF,75,75,2575,10.8,.493,.000,.359,5.4,10.1,7.7,7.6,1.1,0.7,15.6,21.9,-1.2,1.8,0.6,.011,-2.7,-1.2,-3.9,-1.3,,34.3,5.4,12.0,.452,0.0,0.0,,5.4,12.0,.452,.452,2.9,4.3,.663,1.7,2.9,4.6,1.5,0.7,0.3,2.6,2.3,13.7,2007
Al Harrington,26,2TM,PF,78,78,2563,14.8,.540,.271,.223,6.5,15.4,10.9,9.8,1.3,0.7,12.4,23.1,2.0,2.2,4.3,.080,0.3,-1.2,-0.9,0.7,,32.9,6.3,13.9,.457,1.6,3.8,.433,4.7,10.1,.466,.516,2.2,3.1,.694,1.9,4.4,6.4,1.9,0.8,0.3,2.2,3.4,16.5,2007
Al Harrington,26,IND,PF,36,36,1208,13.4,.538,.242,.207,6.7,15.1,10.8,7.8,1.1,0.6,14.6,23.1,0.3,1.1,1.5,.059,-0.4,-1.2,-1.6,0.1,,32.9,6.3,13.9,.457,1.6,3.8,.433,4.7,10.1,.466,.516,2.2,3.1,.694,1.9,4.4,6.4,1.9,0.8,0.3,2.2,3.4,16.5,2007
Al Harrington,26,GSW,PF,42,42,1355,16.1,.542,.294,.237,6.4,15.7,10.9,11.6,1.4,0.8,10.6,23.1,1.7,1.1,2.8,.099,0.9,-1.2,-0.3,0.6,,32.9,6.3,13.9,.457,1.6,3.8,.433,4.7,10.1,.466,.516,2.2,3.1,.694,1.9,4.4,6.4,1.9,0.8,0.3,2.2,3.4,16.5,2007
Carlos Boozer,25,UTA,PF,74,74,2557,24.1,.588,.000,.322,11.2,29.9,20.6,16.6,1.4,0.7,12.8,26.5,6.5,3.4,9.9,.185,4.4,0.2,4.6,4.3,"MVP-9,AS",34.6,8.7,15.6,.561,0.0,0.0,,8.7,15.6,.561,.561,3.4,5.0,.685,3.2,8.5,11.7,3.0,0.9,0.3,2.6,2.9,20.9,2007
Mark Blount,31,MIN,C,82,81,2544,12.7,.546,.037,.232,6.6,16.9,11.9,4.5,0.9,1.8,14.7,19.8,0.6,2.2,2.8,.052,-2.2,-0.9,-3.1,-0.7,,31.0,5.2,10.2,.509,0.1,0.4,.290,5.1,9.9,.517,.514,1.8,2.4,.754,1.7,4.5,6.2,0.8,0.5,0.7,1.9,2.9,12.3,2007
Tracy McGrady,27,HOU,SG,71,71,2539,23.2,.515,.257,.330,2.6,14.5,8.6,37.5,1.9,1.1,11.2,35.0,4.1,4.5,8.6,.163,4.9,1.2,6.1,5.2,"MVP-6,AS,NBA2",35.8,9.0,20.8,.431,1.8,5.4,.331,7.2,15.5,.466,.474,4.9,6.9,.707,0.8,4.5,5.3,6.5,1.3,0.5,3.0,1.9,24.6,2007
Samuel Dalembert,25,PHI,C,82,82,2535,16.1,.581,.003,.340,11.3,23.3,17.4,4.2,1.0,4.8,17.5,16.7,2.5,3.6,6.2,.117,-1.2,0.7,-0.5,0.9,,30.9,4.3,8.0,.541,0.0,0.0,.000,4.3,8.0,.543,.541,2.0,2.7,.746,2.9,6.0,8.9,0.8,0.6,1.9,2.0,3.5,10.7,2007
Chauncey Billups,30,DET,PG,70,70,2533,21.3,.591,.388,.536,1.1,10.0,5.6,32.9,1.8,0.5,12.2,21.5,8.7,2.7,11.4,.216,4.2,0.5,4.7,4.3,"MVP-11,AS,NBA3",36.2,5.0,11.6,.427,1.6,4.5,.345,3.4,7.1,.479,.494,5.5,6.2,.883,0.3,3.1,3.4,7.2,1.2,0.2,2.0,2.3,17.0,2007
Tyson Chandler,24,NOK,C,73,73,2525,17.0,.620,.002,.429,14.3,27.3,20.7,4.1,0.8,4.1,18.5,12.3,4.1,3.8,7.9,.150,-0.1,0.7,0.6,1.6,DPOY-9,34.6,4.0,6.4,.624,0.0,0.0,.000,4.0,6.4,.625,.624,1.5,2.8,.527,4.4,8.0,12.4,0.9,0.5,1.8,1.7,3.3,9.5,2007
Ruben Patterson,31,MIL,SF,81,53,2508,18.5,.578,.022,.434,8.8,11.9,10.3,15.5,2.3,0.8,16.2,22.2,4.1,1.3,5.4,.103,1.7,-0.6,1.0,1.9,,31.0,5.9,10.7,.548,0.0,0.2,.158,5.8,10.5,.557,.550,3.0,4.6,.641,2.3,3.1,5.4,2.9,1.4,0.3,2.5,2.9,14.7,2007
Tony Parker,24,SAS,PG,77,77,2499,21.4,.572,.035,.319,1.7,10.0,6.0,31.7,1.8,0.2,13.3,27.4,5.8,3.9,9.6,.185,2.7,0.4,3.1,3.2,"MVP-15,AS",32.5,7.4,14.2,.520,0.2,0.5,.395,7.2,13.7,.525,.527,3.6,4.5,.783,0.4,2.8,3.2,5.5,1.1,0.1,2.5,1.8,18.6,2007
Carmelo Anthony,22,DEN,SF,65,65,2486,22.1,.552,.103,.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,5.2,2.1,7.3,.140,3.2,-1.3,1.9,2.5,"MVP-15,AS,NBA3",38.2,10.6,22.4,.476,0.6,2.3,.268,10.0,20.1,.499,.489,7.1,8.7,.808,2.2,3.8,6.0,3.8,1.2,0.4,3.6,3.1,28.9,2007
