Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season
Monta Ellis,22,GSW,SG,81,72,3071,19.0,.580,.042,.340,4.5,9.8,7.0,15.8,2.0,0.6,10.9,21.7,7.1,1.8,9.0,.140,1.8,-0.3,1.6,2.8,,37.9,8.0,15.1,.531,0.1,0.6,.231,7.9,14.5,.545,.536,4.0,5.1,.767,1.6,3.3,5.0,3.9,1.5,0.3,2.1,2.4,20.2,2008
Antawn Jamison,31,WAS,PF,79,79,3061,20.3,.525,.250,.309,8.0,23.3,15.4,7.2,1.9,0.9,6.6,25.9,6.0,3.2,9.2,.144,3.1,-1.3,1.7,2.9,"MVP-14,AS",38.7,7.8,17.9,.436,1.5,4.5,.339,6.3,13.5,.468,.478,4.2,5.5,.760,2.7,7.5,10.2,1.5,1.3,0.4,1.4,2.5,21.4,2008
Deron Williams,23,UTA,PG,82,82,3059,20.8,.595,.188,.368,1.4,8.3,4.9,43.6,1.5,0.6,17.7,23.1,8.9,2.3,11.3,.177,4.9,-1.1,3.8,4.5,"MVP-12,NBA2",37.3,6.9,13.6,.507,1.0,2.6,.395,5.9,11.1,.533,.544,4.0,5.0,.803,0.4,2.5,3.0,10.5,1.1,0.3,3.4,2.4,18.8,2008
LeBron James,23,CLE,SF,75,74,3027,29.1,.568,.219,.470,4.9,17.8,11.1,37.3,2.4,2.1,11.4,33.5,10.7,4.6,15.2,.242,8.2,2.6,10.9,9.8,"MVP-4,AS,NBA1",40.4,10.6,21.9,.484,1.5,4.8,.315,9.1,17.1,.531,.518,7.3,10.3,.712,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,30.0,2008
Hedo Türkoğlu,28,ORL,SF,82,82,3026,17.8,.576,.340,.321,3.3,14.2,9.0,22.9,1.3,0.6,15.0,24.8,5.6,3.5,9.0,.143,2.6,0.1,2.7,3.6,MIP-1,36.9,6.8,14.9,.456,2.0,5.1,.400,4.8,9.8,.485,.524,4.0,4.8,.829,1.0,4.7,5.7,5.0,0.9,0.3,3.0,3.0,19.5,2008
Andre Miller,31,PHI,PG,82,82,3016,18.4,.537,.029,.288,3.7,9.1,6.4,32.0,1.8,0.2,13.7,22.6,5.7,2.6,8.3,.131,2.1,-0.3,1.8,2.9,,36.8,6.9,14.1,.492,0.0,0.4,.088,6.9,13.7,.504,.494,3.1,4.1,.772,1.2,2.8,4.0,6.9,1.3,0.1,2.5,2.2,17.0,2008
Chris Paul,22,NOH,PG,80,80,3006,28.3,.576,.193,.302,2.4,10.3,6.2,52.2,3.9,0.1,12.1,25.7,13.2,4.6,17.8,.284,7.2,3.2,10.4,9.3,"MVP-2,DPOY-7,AS,NBA1,DEF2",37.6,7.9,16.1,.488,1.2,3.1,.369,6.7,13.0,.516,.524,4.2,4.9,.851,0.8,3.2,4.0,11.6,2.7,0.1,2.5,2.3,21.1,2008
Rudy Gay,21,MEM,SF,81,81,3000,17.4,.546,.286,.233,5.2,13.5,9.3,9.3,1.9,1.9,11.3,25.0,2.9,2.1,5.0,.080,1.5,-0.6,0.8,2.1,,37.0,7.7,16.7,.461,1.7,4.8,.346,6.1,12.0,.507,.511,3.1,3.9,.785,1.7,4.4,6.2,2.0,1.4,1.0,2.3,2.8,20.1,2008
Raymond Felton,23,CHA,PG,79,79,2972,13.8,.500,.201,.326,1.4,7.7,4.6,32.4,1.7,0.3,15.7,20.8,2.0,1.4,3.4,.054,-0.6,-1.5,-2.1,-0.1,,37.6,5.2,12.6,.413,0.7,2.5,.280,4.5,10.1,.447,.441,3.3,4.1,.800,0.5,2.5,3.0,7.4,1.2,0.2,2.7,2.3,14.4,2008
Ricky Davis,28,MIA,SF,82,47,2963,12.0,.534,.343,.203,2.2,12.2,7.1,16.4,1.6,0.4,15.3,20.0,0.3,1.6,1.9,.030,-1.0,-1.0,-2.0,0.0,,36.1,5.1,11.8,.433,1.6,4.1,.405,3.5,7.8,.447,.502,1.9,2.4,.787,0.7,3.6,4.3,3.4,1.1,0.2,2.3,2.3,13.8,2008
Vince Carter,31,NJN,SG,76,72,2959,18.8,.550,.212,.333,4.4,13.4,8.9,25.2,1.6,0.9,10.9,25.6,5.5,2.2,7.7,.126,2.6,-0.3,2.4,3.3,,38.9,7.7,16.9,.456,1.3,3.6,.359,6.4,13.3,.482,.494,4.6,5.6,.816,1.5,4.5,6.0,5.1,1.2,0.4,2.4,3.2,21.3,2008
Mike Dunleavy,27,IND,SG,82,82,2953,17.3,.605,.348,.361,2.1,13.7,7.8,16.1,1.4,0.8,12.8,21.8,5.9,2.6,8.5,.138,1.9,-0.2,1.7,2.8,,36.0,6.5,13.6,.476,2.0,4.7,.424,4.5,8.9,.504,.550,4.1,4.9,.834,0.7,4.5,5.2,3.5,1.0,0.4,2.3,2.5,19.1,2008
Lamar Odom,28,LAL,PF,77,77,2921,16.9,.582,.142,.413,7.8,22.7,15.6,13.8,1.3,1.8,14.2,16.5,5.3,4.3,9.7,.159,1.3,1.0,2.3,3.2,,37.9,5.4,10.3,.525,0.4,1.5,.274,5.0,8.9,.566,.544,3.0,4.3,.698,2.6,8.1,10.6,3.5,1.0,0.9,2.0,2.9,14.2,2008
Al Jefferson,23,MIN,C,82,82,2919,22.7,.535,.003,.273,11.9,24.7,18.1,7.5,1.3,3.2,9.4,27.5,4.8,2.9,7.7,.127,2.8,-1.2,1.6,2.6,,35.6,8.8,17.6,.500,0.0,0.1,.000,8.8,17.5,.502,.500,3.5,4.8,.721,3.8,7.4,11.1,1.4,0.9,1.5,2.0,2.7,21.0,2008
Shane Battier,29,HOU,SF,80,78,2907,11.7,.561,.596,.163,5.2,10.5,7.9,8.0,1.4,2.3,10.5,11.7,3.6,4.6,8.2,.135,0.0,1.9,2.0,2.9,"DPOY-3,DEF2",36.3,3.3,7.7,.428,1.7,4.6,.377,1.6,3.1,.504,.540,0.9,1.3,.743,1.6,3.5,5.1,1.9,1.0,1.1,1.0,2.5,9.3,2008
Jason Kidd,34,2TM,PG,80,80,2906,16.7,.499,.393,.208,3.8,20.0,12.0,44.0,2.5,0.7,23.5,17.9,2.0,3.8,5.9,.097,1.6,1.3,3.0,3.6,AS,36.3,3.8,9.9,.385,1.5,3.9,.381,2.3,6.0,.387,.460,1.7,2.1,.818,1.2,6.3,7.5,10.1,1.7,0.3,3.3,2.1,10.8,2008
Jason Kidd,34,NJN,PG,51,51,1895,15.7,.483,.430,.202,3.5,21.7,12.6,45.5,2.0,0.6,23.6,18.9,0.4,2.1,2.5,.064,1.4,0.8,2.2,2.0,,36.3,3.8,9.9,.385,1.5,3.9,.381,2.3,6.0,.387,.460,1.7,2.1,.818,1.2,6.3,7.5,10.1,1.7,0.3,3.3,2.1,10.8,2008
Jason Kidd,34,DAL,PG,29,29,1011,18.4,.536,.311,.221,4.3,16.8,10.7,41.1,3.3,0.8,23.2,16.1,1.6,1.7,3.3,.157,2.2,2.2,4.4,1.6,,36.3,3.8,9.9,.385,1.5,3.9,.381,2.3,6.0,.387,.460,1.7,2.1,.818,1.2,6.3,7.5,10.1,1.7,0.3,3.3,2.1,10.8,2008
Danny Granger,24,IND,SF,80,80,2876,16.7,.571,.351,.314,3.4,15.2,9.2,9.6,1.6,2.2,11.1,23.2,4.1,3.2,7.3,.122,1.3,0.1,1.4,2.5,,36.0,6.7,15.1,.446,2.1,5.3,.404,4.6,9.8,.468,.517,4.0,4.7,.852,1.2,4.9,6.1,2.1,1.2,1.1,2.1,3.6,19.6,2008
Paul Pierce,30,BOS,SF,80,80,2874,19.6,.599,.332,.442,2.3,14.0,8.5,21.8,1.9,1.0,14.4,24.8,6.7,5.7,12.4,.207,3.3,1.4,4.8,5.0,"MVP-14,AS,NBA3",35.9,6.4,13.7,.464,1.8,4.6,.392,4.6,9.2,.499,.529,5.1,6.1,.843,0.7,4.5,5.1,4.5,1.3,0.5,2.8,2.5,19.6,2008
Josh Smith,22,ATL,PF,81,81,2873,19.0,.520,.087,.414,6.6,20.4,13.5,16.6,2.3,5.9,15.5,25.0,1.2,4.6,5.8,.097,0.5,2.5,3.0,3.7,DPOY-6,35.5,6.4,14.0,.457,0.3,1.2,.253,6.1,12.8,.477,.468,4.1,5.8,.710,2.0,6.2,8.2,3.4,1.5,2.8,3.0,3.3,17.2,2008
David West,27,NOH,PF,76,76,2870,19.9,.535,.019,.270,7.2,20.6,13.7,10.6,1.2,2.7,10.2,26.3,4.3,4.0,8.4,.140,1.3,0.2,1.5,2.6,AS,37.8,8.3,17.2,.482,0.1,0.3,.240,8.2,16.8,.487,.484,3.9,4.6,.850,2.4,6.5,8.9,2.3,0.8,1.3,2.2,2.7,20.6,2008
Stephen Jackson,29,GSW,SF,73,73,2855,14.9,.536,.416,.307,2.4,9.8,6.0,15.2,1.6,0.7,12.6,23.1,3.2,1.4,4.6,.077,1.1,-1.2,-0.2,1.3,,39.1,6.7,16.5,.405,2.5,6.9,.363,4.2,9.6,.435,.481,4.2,5.1,.832,0.9,3.4,4.4,4.1,1.3,0.4,2.7,2.3,20.1,2008
Carlos Boozer,26,UTA,PF,81,81,2827,21.9,.581,.001,.303,8.6,27.7,18.2,14.2,1.8,1.2,12.5,26.6,5.9,4.3,10.2,.173,2.5,0.3,2.8,3.5,"MVP-14,AS,NBA3",34.9,8.8,16.0,.547,0.0,0.0,.000,8.8,16.0,.547,.547,3.6,4.9,.738,2.4,8.0,10.4,2.9,1.2,0.5,2.6,3.6,21.1,2008
Carmelo Anthony,23,DEN,SF,77,77,2806,21.1,.568,.111,.398,7.0,14.9,11.0,16.1,1.7,1.0,12.7,30.2,5.2,3.0,8.2,.140,2.5,-0.9,1.6,2.5,"MVP-13,AS",36.4,9.5,19.2,.492,0.8,2.1,.354,8.7,17.1,.509,.511,6.0,7.7,.786,2.3,5.1,7.4,3.4,1.3,0.5,3.3,3.3,25.7,2008
Brandon Roy,23,POR,SG,74,74,2792,19.4,.531,.184,.319,3.4,11.2,7.3,28.2,1.5,0.4,9.3,24.9,5.9,2.1,8.0,.138,3.2,0.1,3.3,3.6,AS,37.7,7.2,15.8,.454,1.0,2.9,.340,6.2,12.9,.480,.485,3.8,5.0,.753,1.1,3.6,4.7,5.8,1.1,0.2,1.8,2.0,19.1,2008
Tyson Chandler,25,NOH,C,79,79,2783,17.5,.632,.002,.488,13.2,26.1,19.5,4.4,0.9,2.4,15.6,14.5,5.9,4.1,10.0,.172,0.7,-0.2,0.4,1.7,DPOY-11,35.2,4.8,7.7,.623,0.0,0.0,.000,4.8,7.6,.624,.623,2.2,3.7,.593,4.1,7.7,11.7,1.0,0.6,1.1,1.7,3.1,11.8,2008
Steve Nash,33,PHO,PG,81,81,2780,21.1,.641,.396,.255,1.2,9.6,5.7,47.3,0.9,0.1,21.6,22.0,9.0,1.4,10.5,.181,5.8,-1.8,3.9,4.2,"MVP-9,AS,NBA2",34.3,6.0,11.9,.504,2.2,4.7,.470,3.8,7.2,.527,.597,2.7,3.0,.906,0.3,3.1,3.5,11.1,0.7,0.1,3.6,1.4,16.9,2008
Dirk Nowitzki,29,DAL,PF,77,77,2769,24.6,.585,.167,.414,4.1,22.8,13.8,17.8,1.0,1.9,9.3,28.8,8.9,4.0,12.9,.223,5.6,1.0,6.6,6.0,"MVP-11,AS,NBA2",36.0,8.2,17.1,.479,1.0,2.9,.359,7.2,14.2,.504,.510,6.2,7.1,.879,1.2,7.3,8.6,3.5,0.7,0.9,2.1,2.6,23.6,2008
Kevin Durant,19,SEA,SG,80,80,2768,15.8,.519,.150,.328,2.8,10.9,6.9,12.0,1.4,1.9,12.9,28.1,0.4,1.9,2.3,.040,0.5,-0.7,-0.1,1.3,ROY-1,34.6,7.3,17.1,.430,0.7,2.6,.288,6.6,14.5,.455,.451,4.9,5.6,.873,0.9,3.5,4.4,2.4,1.0,0.9,2.9,1.5,20.3,2008
Marvin Williams,21,ATL,SF,80,80,2765,14.5,.540,.011,.446,5.0,14.2,9.6,8.3,1.5,0.9,10.4,20.1,3.6,2.1,5.7,.099,-0.9,-0.5,-1.4,0.4,,34.6,5.3,11.5,.462,0.0,0.1,.100,5.3,11.4,.466,.462,4.2,5.1,.822,1.5,4.2,5.7,1.7,1.0,0.4,1.6,2.8,14.8,2008
Marcus Camby,33,DEN,C,79,79,2758,17.2,.498,.031,.318,9.2,31.1,20.3,12.9,1.5,7.3,14.0,13.0,2.6,5.9,8.5,.148,0.1,3.3,3.4,3.8,"DPOY-2,DEF1",34.9,3.6,8.0,.450,0.1,0.3,.300,3.5,7.8,.455,.455,1.8,2.6,.708,2.9,10.2,13.1,3.3,1.1,3.6,1.5,2.7,9.1,2008
Josh Howard,27,DAL,SF,76,76,2757,18.3,.534,.168,.308,5.2,16.7,11.2,10.6,1.1,0.9,7.5,25.9,4.8,3.2,8.0,.140,1.8,-0.6,1.2,2.2,,36.3,7.5,16.4,.455,0.9,2.8,.319,6.6,13.6,.482,.482,4.1,5.1,.813,1.6,5.4,7.0,2.2,0.8,0.4,1.5,2.7,19.9,2008
Samuel Dalembert,26,PHI,C,82,82,2724,15.6,.556,.002,.398,13.1,24.0,18.5,2.5,0.8,5.6,16.6,15.4,2.6,4.3,6.9,.121,-1.5,0.5,-1.0,0.7,DPOY-13,33.2,4.1,8.1,.513,0.0,0.0,.000,4.1,8.0,.514,.513,2.3,3.2,.707,3.7,6.6,10.4,0.5,0.5,2.3,1.9,3.3,10.5,2008
Andrew Bogut,23,MIL,C,78,78,2720,17.5,.532,.008,.354,10.2,23.4,16.5,12.4,1.2,3.9,14.1,20.2,2.6,2.3,4.8,.085,0.0,0.0,0.0,1.4,,34.9,6.0,11.7,.511,0.0,0.1,.000,6.0,11.6,.515,.511,2.4,4.1,.587,3.1,6.6,9.8,2.6,0.8,1.7,2.2,3.3,14.3,2008
Emeka Okafor,25,CHA,C,82,82,2718,17.4,.553,.000,.435,10.7,26.4,18.5,4.5,1.2,3.9,13.8,20.0,2.2,3.6,5.8,.103,-0.7,-0.4,-1.1,0.6,,33.1,5.6,10.5,.535,0.0,0.0,,5.6,10.5,.535,.535,2.6,4.6,.570,3.1,7.6,10.7,0.9,0.8,1.7,2.0,2.9,13.8,2008
Peja Stojaković,30,NOH,SF,77,77,2711,15.7,.581,.511,.136,2.7,11.8,7.1,5.6,1.1,0.3,5.3,19.7,5.8,2.4,8.1,.144,2.5,-0.9,1.7,2.5,,35.2,5.9,13.3,.440,3.0,6.8,.441,2.9,6.5,.438,.552,1.7,1.8,.929,0.8,3.5,4.3,1.2,0.7,0.1,0.8,1.6,16.4,2008
Cuttino Mobley,32,LAC,SG,77,38,2702,11.5,.514,.221,.229,2.1,9.7,5.9,13.1,1.5,0.9,11.4,18.5,0.4,1.7,2.1,.037,-1.7,-0.6,-2.3,-0.2,,35.1,4.9,11.3,.433,0.9,2.5,.349,4.0,8.8,.457,.472,2.1,2.6,.819,0.6,2.9,3.6,2.6,1.0,0.4,1.6,2.0,12.8,2008
Michael Redd,28,MIL,SG,72,71,2702,18.8,.559,.289,.394,3.5,10.2,6.7,16.4,1.3,0.4,11.0,27.3,5.6,0.2,5.8,.104,3.5,-2.1,1.5,2.4,,37.5,7.6,17.3,.442,1.8,5.0,.362,5.8,12.3,.475,.495,5.6,6.8,.820,1.2,3.1,4.3,3.4,0.9,0.2,2.5,1.7,22.7,2008
Tayshaun Prince,27,DET,SF,82,82,2694,15.6,.516,.155,.256,4.8,12.9,8.8,16.5,0.9,1.0,8.0,19.9,4.3,3.2,7.5,.133,1.7,-0.1,1.6,2.5,"DPOY-10,DEF2",32.9,5.1,11.5,.448,0.6,1.8,.363,4.5,9.7,.463,.476,2.3,2.9,.768,1.3,3.5,4.9,3.3,0.5,0.4,1.1,1.1,13.2,2008
Amar'e Stoudemire,25,PHO,C,79,79,2677,27.6,.656,.026,.571,8.2,21.1,15.2,7.5,1.2,4.0,10.3,28.2,10.9,3.8,14.6,.262,4.2,0.6,4.8,4.6,"MVP-6,AS,NBA2",33.9,9.0,15.3,.590,0.1,0.4,.161,9.0,14.9,.601,.592,7.0,8.7,.805,2.3,6.8,9.1,1.5,0.8,2.1,2.2,3.7,25.2,2008
Tim Duncan,31,SAS,C,78,78,2651,24.4,.546,.003,.393,10.7,28.3,19.6,15.7,1.1,4.3,11.4,28.2,4.9,6.2,11.1,.201,3.0,2.2,5.2,4.8,"MVP-7,DPOY-9,AS,NBA2,DEF1",34.0,7.5,15.1,.497,0.0,0.1,.000,7.5,15.1,.498,.497,4.3,5.9,.730,3.0,8.3,11.3,2.8,0.7,1.9,2.3,2.4,19.3,2008
LaMarcus Aldridge,22,POR,PF,76,76,2649,18.5,.523,.006,.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,3.5,2.8,6.2,.113,0.6,-0.4,0.2,1.5,,34.9,7.4,15.3,.484,0.0,0.1,.143,7.4,15.2,.486,.484,3.0,3.9,.762,2.9,4.7,7.6,1.6,0.7,1.2,1.7,3.2,17.8,2008
Raja Bell,31,PHO,SG,75,75,2646,10.5,.561,.583,.121,2.2,9.0,5.9,8.6,1.0,0.7,7.6,14.5,3.0,1.5,4.5,.082,-0.3,-0.5,-0.8,0.8,"DPOY-13,DEF2",35.3,4.2,10.0,.421,2.3,5.9,.401,1.9,4.2,.449,.538,1.1,1.2,.868,0.6,3.0,3.7,2.2,0.7,0.4,0.9,2.9,11.9,2008
Anthony Parker,32,TOR,SG,82,82,2634,14.4,.580,.367,.151,2.2,12.9,7.5,10.8,1.6,0.5,9.0,17.4,3.8,2.5,6.2,.113,0.6,0.2,0.9,1.9,,32.1,4.8,10.1,.476,1.6,3.7,.438,3.2,6.4,.499,.557,1.2,1.5,.816,0.6,3.5,4.1,2.2,1.0,0.2,1.1,1.9,12.5,2008
Ray Allen,32,BOS,SG,73,73,2624,16.4,.584,.458,.240,3.6,8.3,6.1,14.6,1.3,0.5,10.4,21.6,5.6,4.1,9.7,.177,2.9,0.2,3.0,3.3,AS,35.9,6.0,13.5,.445,2.5,6.2,.398,3.5,7.3,.485,.537,2.9,3.2,.907,1.0,2.6,3.7,3.1,0.9,0.2,1.7,2.0,17.4,2008
Jason Terry,30,DAL,SG,82,34,2579,17.8,.574,.360,.221,1.4,7.7,4.7,17.5,1.8,0.5,7.7,21.7,6.1,2.5,8.6,.160,2.6,0.4,3.1,3.3,6MOY-3,31.5,5.7,12.3,.467,1.7,4.4,.375,4.1,7.9,.519,.535,2.3,2.7,.857,0.4,2.2,2.5,3.2,1.1,0.2,1.1,2.1,15.5,2008
DeShawn Stevenson,26,WAS,SG,82,82,2564,12.6,.529,.529,.253,1.6,9.3,5.4,15.5,1.4,0.5,10.5,17.4,3.2,0.9,4.1,.077,0.9,-1.0,-0.2,1.2,,31.3,3.7,9.5,.386,1.9,5.0,.383,1.7,4.5,.390,.487,1.9,2.4,.797,0.5,2.4,2.9,3.1,0.8,0.2,1.2,1.3,11.2,2008
Al Horford,21,ATL,C,81,77,2540,14.7,.539,.007,.317,11.4,24.5,18.0,7.9,1.2,2.2,15.3,16.0,2.4,3.0,5.5,.103,-1.2,-0.3,-1.6,0.3,ROY-2,31.4,4.1,8.2,.499,0.0,0.1,.000,4.1,8.2,.502,.499,1.9,2.6,.731,3.1,6.6,9.7,1.5,0.7,0.9,1.7,3.3,10.1,2008
Rafer Alston,31,HOU,PG,74,74,2526,13.2,.492,.440,.148,1.3,10.2,5.8,25.2,2.1,0.5,14.0,20.7,1.0,4.0,5.0,.095,-0.5,1.0,0.5,1.6,,34.1,4.9,12.5,.394,1.9,5.5,.351,3.0,7.0,.427,.471,1.3,1.9,.715,0.4,3.1,3.5,5.3,1.3,0.2,2.2,1.9,13.1,2008
Chauncey Billups,31,DET,PG,78,78,2522,23.6,.619,.390,.498,2.0,8.1,5.0,34.7,2.2,0.5,13.0,23.0,10.2,3.4,13.5,.257,6.5,1.2,7.7,6.2,"DPOY-16,AS",32.3,5.0,11.2,.448,1.8,4.4,.401,3.3,6.9,.479,.526,5.1,5.6,.918,0.5,2.2,2.7,6.8,1.3,0.2,2.1,1.7,17.0,2008
John Salmons,28,SAC,SG,81,41,2517,13.9,.556,.150,.325,3.6,12.6,8.2,13.4,1.9,1.0,15.7,19.2,2.0,1.7,3.7,.071,-0.3,-0.3,-0.6,0.9,,31.1,4.7,9.9,.477,0.5,1.5,.325,4.2,8.4,.504,.501,2.6,3.2,.823,0.9,3.4,4.3,2.6,1.1,0.4,2.1,2.1,12.5,2008
Brad Miller,31,SAC,C,72,72,2513,16.8,.558,.124,.424,8.0,23.7,16.0,16.6,1.4,2.3,16.0,18.3,3.8,2.7,6.5,.125,0.9,0.8,1.7,2.3,,34.9,4.7,10.1,.463,0.4,1.3,.311,4.3,8.9,.484,.482,3.6,4.3,.848,2.3,7.1,9.5,3.7,1.0,1.0,2.3,3.4,13.4,2008
Corey Maggette,28,LAC,SF,70,65,2502,19.3,.595,.203,.681,3.6,14.7,9.1,14.3,1.5,0.2,13.0,27.6,5.1,1.8,6.9,.133,2.6,-0.7,1.9,2.4,,35.7,6.5,14.3,.458,1.1,2.9,.384,5.4,11.4,.477,.497,7.9,9.7,.812,1.1,4.5,5.6,2.7,1.0,0.1,2.8,3.0,22.1,2008
José Calderón,26,TOR,PG,82,56,2484,20.5,.607,.260,.170,1.6,9.7,5.6,42.3,1.9,0.2,14.2,16.8,8.1,2.2,10.2,.197,4.1,0.4,4.5,4.1,,30.3,4.5,8.6,.519,1.0,2.2,.429,3.5,6.4,.551,.575,1.3,1.5,.908,0.4,2.5,2.9,8.3,1.1,0.1,1.5,1.6,11.2,2008
Mike Miller,27,MEM,SG,70,70,2474,16.1,.625,.436,.257,2.3,19.0,10.6,16.0,0.7,0.5,16.6,19.8,3.9,1.1,5.0,.098,2.2,-1.1,1.1,2.0,,35.3,5.9,11.8,.502,2.2,5.1,.432,3.7,6.6,.557,.596,2.3,3.0,.774,0.7,5.9,6.7,3.4,0.5,0.2,2.6,2.1,16.4,2008
Bruce Bowen,36,SAS,SF,81,81,2448,7.0,.527,.502,.161,1.6,9.6,5.6,5.5,1.2,0.7,9.1,9.9,0.9,3.4,4.4,.085,-2.9,1.5,-1.4,0.4,"DPOY-4,DEF1",30.2,2.1,5.3,.407,1.1,2.7,.419,1.0,2.6,.394,.512,0.6,0.9,.652,0.4,2.5,2.9,1.1,0.7,0.3,0.6,2.2,6.0,2008
Tracy McGrady,28,HOU,SG,66,62,2440,18.4,.487,.226,.274,2.0,13.5,7.8,29.6,1.5,0.9,9.8,30.4,2.0,3.8,5.8,.115,2.4,0.5,2.9,3.1,"MVP-8,NBA3",37.0,8.3,19.8,.419,1.3,4.5,.292,7.0,15.3,.457,.452,3.7,5.4,.684,0.6,4.5,5.1,5.9,1.0,0.5,2.4,1.4,21.6,2008
Ryan Gomes,25,MIN,PF,82,74,2434,15.7,.539,.209,.267,6.1,16.8,11.3,9.6,1.4,0.3,9.1,19.5,3.6,1.2,4.8,.096,1.0,-1.1,-0.1,1.1,,29.7,4.8,10.5,.457,0.7,2.2,.330,4.1,8.3,.491,.492,2.3,2.8,.830,1.6,4.2,5.8,1.8,0.8,0.1,1.2,1.9,12.6,2008
